X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
14.21364822,42.46458398,train,0.0021451142357788453,23.930042664620064,0.31140730003844685
11.35662422,46.49933453,train,0.002640759886029646,28.433288596105807,0.35762797494541315
14.25084984,40.83956555,train,0.0014206332447544308,16.622616536052835,0.23047370678665488
11.3417208,44.49436681,train,0.017091276439622154,94.29722456221819,0.7827606335319826
12.04068608,44.22268559,train,0.008396607909418256,50.832993964231115,0.6390138988465939
10.92615487,44.64600009,train,0.005930403070617169,41.160501706554754,0.5556068081199422
10.32834985,44.80107394,train,0.01504836117872909,83.01117058287399,0.7603370094399577
9.692632596,45.05193462,train,0.0036475924718891188,32.391463886759,0.43470656690237547
12.5656295,44.06090087,train,0.012038024158158703,68.58319341504745,0.7173448865900518
13.76813649,45.6494354,train,8.410149531022994E-4,11.357707178823912,0.15060204774265737
13.2348383,46.06255516,train,0.008506846353307273,51.68368830671089,0.6420172190821871
12.48366722,41.89277044,train,4.720440237683419E-4,7.123745747003773,0.09050996529595776
8.9326992,44.41149314,train,0.01177790744914849,66.94453583534143,0.7128946579917697
8.027850298,43.88570648,train,0.0012592933115642326,15.156317771433654,0.2097902232665222
8.481108654,44.30750461,train,0.010183568529586254,59.30881163778957,0.6822290122067585
9.668424528,45.69441368,train,0.015545417042351956,86.11290132064973,0.766208532652854
10.21910323,45.53993052,train,0.015722202983926473,87.68498443254309,0.7682280759043635
9.085159546,45.8099912,train,0.014028516690510397,77.19382233086047,0.7473165068216939
10.02420865,45.13336675,train,0.007390166098430268,44.476100520327776,0.609071063719494
10.79277363,45.15726772,train,0.012486514668855782,71.82168549571547,0.7247023573941282
9.190347404,45.46679409,train,0.007995836600529832,47.53181007608717,0.6276573644106601
8.822868344,45.81701677,train,0.013485233215399427,75.7906572332835,0.7397855398302184
13.5188753,43.61675973,train,0.002498900572154526,27.91878710110654,0.34504533811202587
13.45307182,43.30023926,train,0.009753044035923229,56.30761182992718,0.6727916094398416
12.91345989,43.91014021,train,0.016055719419167707,89.29065439698901,0.7719445783048065
8.615401155,44.91297351,train,0.01633804793701632,90.92461231391394,0.7749987679172116
8.054082167,45.5665112,train,0.014652333203388306,81.50660809604939,0.7554434819553439
7.551171632,44.39329625,train,0.015468899946476617,84.55820786710396,0.7653234726022861
8.621915884,45.44588506,train,0.012174161878488007,70.57216355409024,0.7196194557411404
7.680687483,45.0732745,train,0.009180855609297442,54.37135431620487,0.6593455986527209
8.423234312,45.32398135,train,0.017984623356714927,97.88852870084817,0.7912994601057612
16.86736689,41.12559576,train,0.006532351904375509,43.033618758512084,0.5793305865913205
15.08704691,37.50287803,train,3.4192997443880047E-4,5.662233190973047,0.06723932596193179
11.88228844,43.46642752,train,0.006040561006169231,41.764546227309495,0.5601463014587367
11.25588885,43.76923077,train,0.014390897629877742,80.0412373927177,0.75210204853687
10.50151366,43.84432283,train,0.011393630793443372,65.76679776079212,0.7060576935189633
10.14173829,44.03674425,train,0.008857444853124483,53.453294995462535,0.6512452340846905
10.40127259,43.71553206,train,0.021114870537937754,99.99998012690061,0.8165635568804513
12.38824698,43.10675841,train,0.010066218437402122,58.290887697620114,0.6797110127321331
7.320149366,45.73750286,train,4.624961751162016E-4,6.98235756514073,0.08884189956063739
12.21704167,46.13837528,train,0.010314910220783359,60.341571255373196,0.6850006878371687
11.87608718,45.40692987,train,0.01211885615966219,69.35516791110953,0.718699845420928
12.24507363,45.66754571,train,0.013102253786760623,74.34113188094642,0.7342011474581183
12.33845213,45.43490485,train,0.0096067063631882,55.33202921175366,0.66945483124036
11.54597109,45.547497,train,0.013101685115405725,73.13179106883432,0.7341926771863396
-0.118092,51.509865,train,0.0011042220981900158,13.572344530284317,0.18883468078685756
